what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1349362449184
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1349362449307
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1349362449314
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349362454088
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1349362460233
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349362465659
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349362469932
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349362470149
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1349362470258
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1349362472049
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1349362472053
started,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1349362472057
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349362485569
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349362486042
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349362486984
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349362492617
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349362492776
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349362522951
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1349362523874
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349362527099
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349362557565
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349362567350
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349362579021
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349362587427
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349362597057
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349362600451
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349362618692
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1349362623336
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.run",1349362625780
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.stop",1349362628025
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.run",1349362630414
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349362630589
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349362630929
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1349362631155
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1349362632772
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1349362633899
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349362638014
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1349362638015
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1349362638646
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1349362643121
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1349362643161
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349362645022
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1349362645022
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.garbagecollector",1349362645984
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1349362647777
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1349362652757
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1349362654197
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349362670777
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349362671791
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349362671866
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349362680061
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349362681910
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1349362701998
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1349362709557
